full_text,case_folding CPMK2,preprocessing CPMK3
@Rezakunarto1 @CakKhum Menurut Purbaya ada beberapa hal janggal seperti subsidi energi belum tepat sasaran (banyak dinikmati kelompok mampu) serta keterlambatan pembayaran kompensasi ke BUMN seperti Pertamina dan PLN. Ia tekankan perlu hati-hati agar efisien.,@rezakunarto1 @cakkhum menurut purbaya ada beberapa hal janggal seperti subsidi energi belum tepat sasaran (banyak dinikmati kelompok mampu) serta keterlambatan pembayaran kompensasi ke bumn seperti pertamina dan pln. ia tekankan perlu hati-hati agar efisien.,janggal subsidi energi sasar nikmat kelompok lambat bayar kompensasi bumn pertamina pln tekan hati hati efisien
Menkeu Purbaya pastikan bila ada kekurangan bayar Danantara dan BUMN segera lapor agar dia bisa selesaikan cepat.,menkeu purbaya pastikan bila ada kekurangan bayar danantara dan bumn segera lapor agar dia bisa selesaikan cepat.,pasti kurang bayar danantara bumn lapor selesai cepat
@abu_waras Soga pak @ipung_purbaya @KemenkeuRI tetap cerdas dan tidak berubah.,@abu_waras soga pak @ipung_purbaya @kemenkeuri tetap cerdas dan tidak berubah.,soga cerdas ubah
Subsidi BBM Tak Tepat Sasaran Purbaya Minta BUMN Hati-hati https://t.co/IFtqIcXlbX,subsidi bbm tak tepat sasaran purbaya minta bumn hati-hati https://t.co/iftqicxlbx,subsidi bbm sasar bumn hati hati
haaaahhh LPG 12.750 darimana Pak Purbaya????? udah sidak ke lapangan?,haaaahhh lpg 12.750 darimana pak purbaya????? udah sidak ke lapangan?,hah lpg darimana sidak lapang
Suka gaya ngomong Menkeu baru Pak Purbaya wkwkwk tipikal org teknik yg pinter ngomong ceplas ceplos tpi terarah dan ga asbun moga stay on character sampe di waktu mendatang,suka gaya ngomong menkeu baru pak purbaya wkwkwk tipikal org teknik yg pinter ngomong ceplas ceplos tpi terarah dan ga asbun moga stay on character sampe di waktu mendatang,suka gaya ngomong tipikal orang teknik pinter ngomong ceplas ceplos tpi arah asbun moga stay on character sampe
Menteri Keuangan Purbaya Yudhi Sadewa mengakui ada tunggakan kompensasi BUMN Rp 55 triliun. https://t.co/K9HvIbDU7V,menteri keuangan purbaya yudhi sadewa mengakui ada tunggakan kompensasi bumn rp 55 triliun. https://t.co/k9hvibdu7v,menteri uang yudhi sadewa aku tunggak kompensasi bumn rupiah triliun
VIDEO: Momen Primus Sampaikan Kritik Keras ke Menkeu Purbaya Singgung Subsidi Listrik hingga Gas LPG https://t.co/SosgORCGOp,video: momen primus sampaikan kritik keras ke menkeu purbaya singgung subsidi listrik hingga gas lpg https://t.co/sosgorcgop,video momen primus kritik keras singgung subsidi listrik gas lpg
Menteri Keuangan Purbaya Yudhi Sadewa menjelaskan harga keekonomian sejumlah komoditas energi dan non-energi yang dikonsumsi masyarakat sebelum pemerintah memberikan subsidi agar tetap terjangkau. Dalam rapat kerja dengan Komisi XI DPR di Jakarta Selasa (30/9/2025) Purbaya https://t.co/bghVAdpMQx,menteri keuangan purbaya yudhi sadewa menjelaskan harga keekonomian sejumlah komoditas energi dan non-energi yang dikonsumsi masyarakat sebelum pemerintah memberikan subsidi agar tetap terjangkau. dalam rapat kerja dengan komisi xi dpr di jakarta selasa (30/9/2025) purbaya https://t.co/bghvadpmqx,menteri uang yudhi sadewa harga ekonomi komoditas energi non energi konsumsi masyarakat perintah subsidi jangkau rapat kerja komisi xi dpr jakarta selasa
Untuk listrik rumah tangga 900 VA Non Subsidi juga sebetulnya masih ditanggung pemerintah senilai Rp 400/kwh atau setara 22% dari harga aslinya yang senilai Rp 1.800/kwh. Dengan demikian harga akhir yang dibayarkan masyarakat ke PLN hanya Rp 1.400/kwh. https://t.co/mh5CgoHwR2. https://t.co/4pBKQwU2BJ,untuk listrik rumah tangga 900 va non subsidi juga sebetulnya masih ditanggung pemerintah senilai rp 400/kwh atau setara 22% dari harga aslinya yang senilai rp 1.800/kwh. dengan demikian harga akhir yang dibayarkan masyarakat ke pln hanya rp 1.400/kwh. https://t.co/mh5cgohwr2. https://t.co/4pbkqwu2bj,listrik rumah tangga va non subsidi tanggung perintah nila rupiah kwh tara harga asli nila rupiah kwh harga bayar masyarakat pln rupiah kwh
Kompensasi Energi Lambat Cair Purbaya Peringatkan Ganti Pejabat Kemenkeu https://t.co/ZTHxeSKNaU,kompensasi energi lambat cair purbaya peringatkan ganti pejabat kemenkeu https://t.co/zthxesknau,kompensasi energi lambat cair ingat ganti jabat kemenkeu
Demikian dikatakan Purbaya dalam rapat dengar pendapat dengan DPR RI Komplek Parlemen Senayan Jakarta Selasa (30/9/2025).,demikian dikatakan purbaya dalam rapat dengar pendapat dengan dpr ri komplek parlemen senayan jakarta selasa (30/9/2025).,rapat dengar dapat dpr republik indonesia komplek parlemen senayan jakarta selasa
https://t.co/WvTeSEmjXO Menteri Keuangan Purbaya Yudhi Sadewa kecewa dengan sikap Pertamina yang tidak juga membangun kilang baru.,https://t.co/wvtesemjxo menteri keuangan purbaya yudhi sadewa kecewa dengan sikap pertamina yang tidak juga membangun kilang baru.,menteri uang yudhi sadewa kecewa sikap pertamina bangun kilang
VIDEO: Menkeu Purbaya Kecewa Pertamina Tidak Pernah Bangun Kilang Baru https://t.co/Xywn4VgPWO,video: menkeu purbaya kecewa pertamina tidak pernah bangun kilang baru https://t.co/xywn4vgpwo,video kecewa pertamina bangun kilang
Menteri Keuangan Purbaya Yudhi Sadewa mengaku tak mempermasalahkan protes yang dialamatkan kepada dirinya imbas keputusannya untuk tidak menaikkan cukai rokok. Enggak apa-apa bunganya wangi kok bagus ujar Purbaya di Kompleks Istana Kepresidenan Jakarta Selasa https://t.co/edgLGn0tQt,menteri keuangan purbaya yudhi sadewa mengaku tak mempermasalahkan protes yang dialamatkan kepada dirinya imbas keputusannya untuk tidak menaikkan cukai rokok. enggak apa-apa bunganya wangi kok bagus ujar purbaya di kompleks istana kepresidenan jakarta selasa https://t.co/edglgn0tqt,menteri uang yudhi sadewa aku masalah protes alamat imbas putus naik cukai rokok bunga wangi bagus kompleks istana presiden jakarta selasa
Purbaya Buka-Bukaan Harga Asli Pertalite Rp11.700 LPG Rp42.750 https://t.co/wzGwIiW9qS,purbaya buka-bukaan harga asli pertalite rp11.700 lpg rp42.750 https://t.co/wzgwiiw9qs,buka buka harga asli pertalite rupiah lpg rupiah
Menteri Keuangan Purbaya membuka tabir harga asli bahan bakar namun masyarakat hanya membayar sebagian kecil negara menanggung selisih besar https://t.co/wkFxdameuc,menteri keuangan purbaya membuka tabir harga asli bahan bakar namun masyarakat hanya membayar sebagian kecil negara menanggung selisih besar https://t.co/wkfxdameuc,menteri uang buka tabir harga asli bahan bakar masyarakat bayar negara tanggung selisih
PURBAYA Serang Pertamina: Mereka Pemalas https://t.co/Jpr0sG2m7X,purbaya serang pertamina: mereka pemalas https://t.co/jpr0sg2m7x,serang pertamina malas
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa blak-blakan kr Komisi XI DPR RI yang mempertanyakan klaim PT Pertamina (Persero) dan PT PLN (Persero) soal pembayaran subsidi dan kompensasi tahun 2024. https://t.co/gyVoFkh50M,menteri keuangan (menkeu) purbaya yudhi sadewa blak-blakan kr komisi xi dpr ri yang mempertanyakan klaim pt pertamina (persero) dan pt pln (persero) soal pembayaran subsidi dan kompensasi tahun 2024. https://t.co/gyvofkh50m,menteri uang yudhi sadewa blak blakan kr komisi xi dpr republik indonesia klaim pt pertamina persero pt pln persero bayar subsidi kompensasi
@PartaiSocmed sepertinya ini didengar Pak Menkeu Purbaya,@partaisocmed sepertinya ini didengar pak menkeu purbaya,dengar
Jangan Kaget! Purbaya Ungkap Harga Asli LPG 3Kg-Pertalite Jika Tidak Disubdisi https://t.co/RQXrcS5oNj,jangan kaget! purbaya ungkap harga asli lpg 3kg-pertalite jika tidak disubdisi https://t.co/rqxrcs5onj,kaget harga asli lpg kilogram pertalite disubdisi
 Ketika Menkeu Purbaya tidak menaikkan cukai hal tersebut merupakan pelanggaran terhadap UU Cukai dan konstitusi yang memandatkan bahwa cukai didesain untuk pengendalian konsumsi. -Tulus Abadi Sekretaris Jenderal Komnas Pengendalian Tembakau. #SaveOurSurroundings, ketika menkeu purbaya tidak menaikkan cukai hal tersebut merupakan pelanggaran terhadap uu cukai dan konstitusi yang memandatkan bahwa cukai didesain untuk pengendalian konsumsi. -tulus abadi sekretaris jenderal komnas pengendalian tembakau. #saveoursurroundings,naik cukai langgar uu cukai konstitusi mandat cukai desain kendali konsumsi tulus abadi sekretaris jenderal komnas kendali tembakau saveoursurroundings
BREAKING NEWS - Menkeu Purbaya &amp; DPR Rapat Bahas Realisasi Kompensasi Serta Subsidi APBN 2025 https://t.co/OonMlfnfRi,breaking news - menkeu purbaya &amp; dpr rapat bahas realisasi kompensasi serta subsidi apbn 2025 https://t.co/oonmlfnfri,breaking news amp dpr rapat bahas realisasi kompensasi subsidi apbn
Purbaya Ungkap Harga Pertalite Seharusnya Rp 11.700/L dan LPG 3 Kg Rp 42.750 https://t.co/WpuaEhDuq2,purbaya ungkap harga pertalite seharusnya rp 11.700/l dan lpg 3 kg rp 42.750 https://t.co/wpuaehduq2,harga pertalite rupiah l lpg kilogram rupiah
 Fokus Menteri Keuangan Baru Presiden melantik Purbaya Yudhi Sadewa sebagai Menteri Keuangan RI 🇮🇩. Rp200 Triliun ditempatkan di 5 Bank BUMN untuk dorong kredit produktif Target utama: dukung sektor riil &amp; UMKM agar ekonomi makin bergerak Data BPS menunjukkan https://t.co/M7GBGnOOrd, fokus menteri keuangan baru presiden melantik purbaya yudhi sadewa sebagai menteri keuangan ri 🇮🇩. rp200 triliun ditempatkan di 5 bank bumn untuk dorong kredit produktif target utama: dukung sektor riil &amp; umkm agar ekonomi makin bergerak data bps menunjukkan https://t.co/m7gbgnoord,fokus menteri uang presiden lantik yudhi sadewa menteri uang republik indonesia indonesia rupiah triliun tempat bank bumn dorong kredit produktif target utama dukung sektor riil amp umkm ekonomi gerak data bps
[UTAS] Menkeu Optimis #PertumbuhanEkonomi 8% What s Next? Sobat Essentials! Menteri @KemenkeuRI Purbaya optimis RI bisa tumbuh 8% sesuai visi Presiden Prabowo. Tapi bagaimana caranya? Menurut Fabby Tumiwa (CEO IESR) kuncinya ada di transisi energi. ,[utas] menkeu optimis #pertumbuhanekonomi 8% what s next? sobat essentials! menteri @kemenkeuri purbaya optimis ri bisa tumbuh 8% sesuai visi presiden prabowo. tapi bagaimana caranya? menurut fabby tumiwa (ceo iesr) kuncinya ada di transisi energi. ,utas optimis pertumbuhanekonomi what s next sobat essentials menteri optimis republik indonesia tumbuh sesuai visi presiden prabowo fabby tumiwa ceo iesr kunci transisi energi
Menteri Keuangan Purbaya Yudhi Sadewa berjanji memangkas waktu pembayaran kompensasi kepada BUMN. https://t.co/SBg2QOd7cT,menteri keuangan purbaya yudhi sadewa berjanji memangkas waktu pembayaran kompensasi kepada bumn. https://t.co/sbg2qod7ct,menteri uang yudhi sadewa janji mangkas bayar kompensasi bumn
Gimana ini pak Purbaya https://t.co/0bst85LezT,gimana ini pak purbaya https://t.co/0bst85lezt,
VIDEO: Momen Tak Terduga Purbaya Saat Sidak Kantor BNI Langsung Ke Lantai 30 https://t.co/KiCOl5KcVH,video: momen tak terduga purbaya saat sidak kantor bni langsung ke lantai 30 https://t.co/kicol5kcvh,video momen duga sidak kantor bni langsung lantai
Gua liat2 harga supplemen di tokped jadi pada turun apakah ini purbaya effect???,gua liat2 harga supplemen di tokped jadi pada turun apakah ini purbaya effect???,liat harga supplemen tokped turun effect
 Kami sangat menyayangkan pernyataan Menkeu Purbaya yang mengatakan tidak akan menaikkan cukai setelah beliau bertemu dengan GAPPRI dan perusahaan oligarki rokok lainnya. Bagi kami pernyataan itu menunjukkan bahwa GAPPRI dan perusahaan oligarki rokok mendapat akses istimewa ke, kami sangat menyayangkan pernyataan menkeu purbaya yang mengatakan tidak akan menaikkan cukai setelah beliau bertemu dengan gappri dan perusahaan oligarki rokok lainnya. bagi kami pernyataan itu menunjukkan bahwa gappri dan perusahaan oligarki rokok mendapat akses istimewa ke,sayang nyata naik cukai beliau temu gappri usaha oligarki rokok nyata gappri usaha oligarki rokok akses istimewa
Menguat 0.51% insyaallah semoga akhir tahun bisa 15.000 karena Omongan Purbaya Sukses Bangkitkan Rupiah https://t.co/m93yWLBnON,menguat 0.51% insyaallah semoga akhir tahun bisa 15.000 karena omongan purbaya sukses bangkitkan rupiah https://t.co/m93ywlbnon,kuat insyaallah moga omong sukses bangkit rupiah
Purbaya Awasi Dolar Himbara Ada Apa? https://t.co/lLBcupMIFd,purbaya awasi dolar himbara ada apa? https://t.co/llbcupmifd,awas dolar himbara
Lord Purbaya ini nggak cuma point plus buat Prabowo tapi juga buat DPR terutama komisi IX. Aku lihat sidang DPR sekarang bisa tembus 9k views gara-gara Lord Purbaya wkwkwkwk.,lord purbaya ini nggak cuma point plus buat prabowo tapi juga buat dpr terutama komisi ix. aku lihat sidang dpr sekarang bisa tembus 9k views gara-gara lord purbaya wkwkwkwk.,lord point plus prabowo dpr komisi ix lihat sidang dpr tembus k views gara gara lord wkwkwkwk
Menteri Keuangan Purbaya Yudhi Sadewa menyatakan bakal mencairkan tunggakan subsidi dan kompensasi tahun berjalan 2025 pada Oktober ini. https://t.co/5cW3OHUbWR,menteri keuangan purbaya yudhi sadewa menyatakan bakal mencairkan tunggakan subsidi dan kompensasi tahun berjalan 2025 pada oktober ini. https://t.co/5cw3ohubwr,menteri uang yudhi sadewa cair tunggak subsidi kompensasi jalan oktober
Komisi XI DPR dukung keputusan Purbaya dan minta kajian menyeluruh struktur cukai. Tujuannya: berantas praktik ilegal jaga penerimaan negara lindungi jutaan pekerja tembakau.,komisi xi dpr dukung keputusan purbaya dan minta kajian menyeluruh struktur cukai. tujuannya: berantas praktik ilegal jaga penerimaan negara lindungi jutaan pekerja tembakau.,komisi xi dpr dukung putus kaji struktur cukai tuju berantas praktik ilegal jaga terima negara lindung juta kerja tembakau
Timboel Siregar dari OPSI bilang kebijakan Purbaya bijak karena jaga keseimbangan antara lapangan kerja pendapatan fiskal dan kesehatan. Prioritas utama sekarang: buka lapangan kerja baru.,timboel siregar dari opsi bilang kebijakan purbaya bijak karena jaga keseimbangan antara lapangan kerja pendapatan fiskal dan kesehatan. prioritas utama sekarang: buka lapangan kerja baru.,timboel siregar opsi bilang bijak bijak jaga imbang lapang kerja dapat fiskal sehat prioritas utama buka lapang kerja
Menkeu Purbaya udah putuskan gak naikkan cukai rokok 2026 tapi para ahli bilang ini belum cukup. Perlu ada langkah lain: ciptakan iklim usaha berkeadilan dan berantas rokok ilegal.,menkeu purbaya udah putuskan gak naikkan cukai rokok 2026 tapi para ahli bilang ini belum cukup. perlu ada langkah lain: ciptakan iklim usaha berkeadilan dan berantas rokok ilegal.,putus naik cukai rokok ahli bilang langkah cipta iklim usaha adil berantas rokok ilegal
Hallo @pertamina PURBAYA Serang Pertamina: Mereka Pemalas https://t.co/auWr625gxd,hallo @pertamina purbaya serang pertamina: mereka pemalas https://t.co/auwr625gxd,hallo serang pertamina malas
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan hingga kini belum ada pembahasan terkait pengganti Anggito Abimanyu yang resmi meninggalkan jabatannya sebagai Wakil Menteri Keuangan (Wamenkeu) setelah terpilih sebagai Ketua Dewan Komisioner Lembaga Penjamin Simpanan (LPS). https://t.co/Ghk0YYWgPh,menteri keuangan purbaya yudhi sadewa menegaskan hingga kini belum ada pembahasan terkait pengganti anggito abimanyu yang resmi meninggalkan jabatannya sebagai wakil menteri keuangan (wamenkeu) setelah terpilih sebagai ketua dewan komisioner lembaga penjamin simpanan (lps). https://t.co/ghk0yywgph,menteri uang yudhi sadewa bahas kait ganti anggito abimanyu resmi tinggal jabat wakil menteri uang wamenkeu pilih ketua dewan komisioner lembaga jamin simpan lps
Menkeu Purbaya lakukan patroli ke Kementerian/Lembaga yang serapan anggarannya rendah. Tapi ekonom bilang gak cukup cuma monitoring perlu simplifikasi prosedur dan digitalisasi.,menkeu purbaya lakukan patroli ke kementerian/lembaga yang serapan anggarannya rendah. tapi ekonom bilang gak cukup cuma monitoring perlu simplifikasi prosedur dan digitalisasi.,laku patroli menteri lembaga serap anggar rendah ekonom bilang monitoring simplifikasi prosedur digitalisasi
Untuk meringankan beban APBN apa mau dihapus subsidi ? (Supaya MBG lebih berkelas !?) https://t.co/h9tykp4EfR,untuk meringankan beban apbn apa mau dihapus subsidi ? (supaya mbg lebih berkelas !?) https://t.co/h9tykp4efr,ringan beban apbn hapus subsidi mbg kelas
@needyata @ARSIPAJA Ya dalam pidato di acara KPR FLPP 29 Sept 2025 Prabowo sebut AHY (Menteri Koordinator Infrastruktur) dan Purbaya Yudhi Sadewa (Menteri Keuangan) sebagai lulusan S3. Ia bilang Begitu banyak S3 kalau tidak bisa memperbaiki sistem kelewatan itu. Ini bisa dilihat sebagai,@needyata @arsipaja ya dalam pidato di acara kpr flpp 29 sept 2025 prabowo sebut ahy (menteri koordinator infrastruktur) dan purbaya yudhi sadewa (menteri keuangan) sebagai lulusan s3. ia bilang begitu banyak s3 kalau tidak bisa memperbaiki sistem kelewatan itu. ini bisa dilihat sebagai,pidato acara kpr flpp sept prabowo ahy menteri koordinator infrastruktur yudhi sadewa menteri uang lulus s bilang s baik sistem lewat
If there's a minister who makes me waiting for his movement it's Purbaya Yudhi. This guy walk like a cowboy gak ada takutnya. Cocok nge-lawan birokrasi yang njelimet. We will see.,if there's a minister who makes me waiting for his movement it's purbaya yudhi. this guy walk like a cowboy gak ada takutnya. cocok nge-lawan birokrasi yang njelimet. we will see.,if there s a mister who makes me waiting for his movement it s yudhi this guy walk like a cowboy takut cocok nge lawan birokrasi njelimet we will see
@ARSIPAJA @grok jadi maksudnya Prabowo nyindir AHY sama Purbaya?,@arsipaja @grok jadi maksudnya prabowo nyindir ahy sama purbaya?,maksud prabowo nyindir ahy
@KemenkeuRI kenapa Pertamax disubsidi Rp4.800/liter padahal swasta jual BBM oktan sama dengan Pertamax tanpa subsidi bisa untung. Bocor dimana? @prabowo https://t.co/YCRuwDjOBF,@kemenkeuri kenapa pertamax disubsidi rp4.800/liter padahal swasta jual bbm oktan sama dengan pertamax tanpa subsidi bisa untung. bocor dimana? @prabowo https://t.co/ycruwdjobf,pertamax subsidi rupiah liter swasta jual bbm oktan pertamax subsidi untung bocor
